,tweet_id,text,favorite_count,retweet_count,created_at,source,reply_to_status,reply_to_user,retweets,favorites
35,1599530132573949952,"@Urfavsl_t @18fesss Hai kak mau tanya, caranya gimana ya kak pakai bpjs di puskes gitu? Jujur aku blm pernah pakai… https://t.co/WNr5jiYxoO",0,0,2022-12-04 22:24:36+00:00,Twitter for iPhone,1.598597032511275e+18,Urfavsl_t,0,0
36,1599530126152462336,"@BPJSTKinfo Happy Anniversary BPJAMSOSTEK, semoga  BPJAMSOSTEK semakin sukses, tercapai visi dan misinya, serta sel… https://t.co/4pvZ8z1TdL",0,0,2022-12-04 22:24:34+00:00,Twitter for Android,1.59937065233485e+18,BPJSTKinfo,0,0
37,1599529699440758786,"@BPJSTKinfo Mabruk alfa Mabruk 🙏
selamat ulang tahun buat BPJS 🥳
Saengil chuka hamida 🎁🎊
Happy Birthday buat BPJAMS… https://t.co/djvLRmqHNX",0,0,2022-12-04 22:22:52+00:00,Twitter for Android,1.5993706601488097e+18,BPJSTKinfo,0,0
38,1599529638778540033,@golongoong @BPJSKesehatanRI Bagaimana caranya cek darah reguler bs dicover bpjs? Jenis tes apa saja yg dicover? Ap… https://t.co/h9GwNsF345,0,0,2022-12-04 22:22:38+00:00,Twitter for Android,1.5991180340685947e+18,golongoong,0,0
39,1599528430386937856,@urcuddlesavior Atuh bpjs,0,0,2022-12-04 22:17:50+00:00,Twitter for Android,1.5995278989476823e+18,urcuddlesavior,0,0
40,1599528072755019776,@seuyol Bpjs divisi 4 cairnya susah gak ya?,0,0,2022-12-04 22:16:24+00:00,Twitter for Android,1.5995279786142638e+18,thesixeye,0,0
41,1599527608089477120,"RT @BPJSTKinfo: Mekanisme:
1. Follow media sosial resmi BPJS Ketenagakerjaan (Instagram, Facebook, Twitter) 
2. Reply tweet ini dan tulis u…",0,201,2022-12-04 22:14:34+00:00,Twitter for Android,,,201,0
42,1599526126921322496,"RT @BPJSTKinfo: Mekanisme:
1. Follow media sosial resmi BPJS Ketenagakerjaan (Instagram, Facebook, Twitter) 
2. Reply tweet ini dan tulis u…",0,201,2022-12-04 22:08:41+00:00,Twitter for Android,,,201,0
43,1599525463940292608,"RT @BPJSTKinfo: Mekanisme:
1. Follow media sosial resmi BPJS Ketenagakerjaan (Instagram, Facebook, Twitter) 
2. Reply tweet ini dan tulis u…",0,201,2022-12-04 22:06:03+00:00,Twitter for Android,,,201,0
44,1599525075614855168,"@Fanimel2 Iya ka setuju, karena BPJS sifatnya seperti busway, sementara asuransi swasta pribadi seperti mobil priba… https://t.co/VK6XV2fJNG",0,0,2022-12-04 22:04:30+00:00,Twitter Web App,1.5990723500789187e+18,Fanimel2,0,0
45,1599524987903561728,"Tapi kalau gue kerja normal kantoran kayak org, uang gue skrg ga seberapa dah, tapi intinya emang bersyukur, gue te… https://t.co/wUMxJfQPhv",0,0,2022-12-04 22:04:09+00:00,Twitter for Android,1.5995249843929375e+18,jestring_23,0,0
46,1599524422385553410,"@Askrlfess Nder punya BPJS gak?
Klo punya coba ke puskesmas nyari poli jiwa,
Hari ini aku jga mau ke poli jiwa kok,… https://t.co/uUQHXrg4aE",0,0,2022-12-04 22:01:54+00:00,Twitter for iPhone,1.599481975290536e+18,Askrlfess,0,0
47,1599524331851501568,"RT @BPJSTKinfo: Mekanisme:
1. Follow media sosial resmi BPJS Ketenagakerjaan (Instagram, Facebook, Twitter) 
2. Reply tweet ini dan tulis u…",0,201,2022-12-04 22:01:33+00:00,Twitter for Android,,,201,0
48,1599523541724336128,"RT @zwolftenaugust: (((super aman)))

you ask me to trust this country's digital safety and security????? after all bpjs data hacking and e…",0,32,2022-12-04 21:58:24+00:00,Twitter for Android,,,32,0
49,1599523328607539200,"RT @BPJSTKinfo: Mekanisme:
1. Follow media sosial resmi BPJS Ketenagakerjaan (Instagram, Facebook, Twitter) 
2. Reply tweet ini dan tulis u…",0,201,2022-12-04 21:57:33+00:00,Twitter for Android,,,201,0
50,1599522073709539328,"RT @BPJSTKinfo: Mekanisme:
1. Follow media sosial resmi BPJS Ketenagakerjaan (Instagram, Facebook, Twitter) 
2. Reply tweet ini dan tulis u…",0,201,2022-12-04 21:52:34+00:00,Twitter for Android,,,201,0
51,1599519081736343552,"Anda Mau Bayar :
-Listrik
-Pulsa Listrik
-Pulsa HP
-PDAM
-BPJS
-Cicilan motor
-Transfer Uang
Datang saja ke tempat… https://t.co/nBTEk7UuOS",0,0,2022-12-04 21:40:41+00:00,twittbot.net,,,0,0
52,1599518417882873857,"RT @BPJSTKinfo: Mekanisme:
1. Follow media sosial resmi BPJS Ketenagakerjaan (Instagram, Facebook, Twitter) 
2. Reply tweet ini dan tulis u…",0,201,2022-12-04 21:38:03+00:00,Twitter for Android,,,201,0
53,1599518245215965184,info di jogja kalo pengen cek mata minus dimana ya yang gratis? kalo optik yg bener2 trusted sama ga wajib buat bel… https://t.co/qAXLjbNUXr,0,0,2022-12-04 21:37:21+00:00,Twitter for Android,,,0,0
54,1599517418698969088,"@kegblgnunfaedh Kebalikan dari kebanyakn manusia saat ini yang BPJS, Budget Pas-pasan Jiwa Sosialita, yang terkadan… https://t.co/BzbTiL09v0",0,0,2022-12-04 21:34:04+00:00,Twitter for Android,1.5993855666926715e+18,kegblgnunfaedh,0,0
55,1599515119486394369,"RT @BPJSTKinfo: Mekanisme:
1. Follow media sosial resmi BPJS Ketenagakerjaan (Instagram, Facebook, Twitter) 
2. Reply tweet ini dan tulis u…",0,201,2022-12-04 21:24:56+00:00,Twitter for Android,,,201,0
56,1599514899633565696,RT @BPJSTKinfo: BPJS Ketenagakerjaan melindungi seluruh pekerja penyandang disabilitas untuk terus berkarya tanpa kecemasan sehingga lebih…,0,17,2022-12-04 21:24:04+00:00,Twitter for Android,,,17,0
57,1599514884873814017,"RT @BPJSTKinfo: Mekanisme:
1. Follow media sosial resmi BPJS Ketenagakerjaan (Instagram, Facebook, Twitter) 
2. Reply tweet ini dan tulis u…",0,201,2022-12-04 21:24:00+00:00,Twitter for Android,,,201,0
58,1599513467052253185,"@BPJSKesehatanRI Baik kak, saya sudah berhenti kerja 2 bulan lalu, mau daftar kerja lagi ke perusahaan berati sudah… https://t.co/LVarNQGzfw",0,0,2022-12-04 21:18:22+00:00,Twitter for Android,1.5995120338292163e+18,BPJSKesehatanRI,0,0
59,1599510834019192833,@BPJSKesehatanRI Berarti bulan ini BPJS saya sudah tidak aktif kak?,0,0,2022-12-04 21:07:54+00:00,Twitter for Android,1.5995105816726938e+18,BPJSKesehatanRI,0,0
60,1599510574484062208,"RT @BPJSTKinfo: Mekanisme:
1. Follow media sosial resmi BPJS Ketenagakerjaan (Instagram, Facebook, Twitter) 
2. Reply tweet ini dan tulis u…",0,201,2022-12-04 21:06:53+00:00,Twitter for Android,,,201,0
61,1599508100293214209,Cara Merubah Data Bpjs Kesehatan Dari Perusahaan Ke Mandiri Online – Info Aktual https://t.co/2GnsLhJrGE,0,0,2022-12-04 20:57:03+00:00,WordPress.com,,,0,0
62,1599506364292038657,"RT @BPJSTKinfo: Mekanisme:
1. Follow media sosial resmi BPJS Ketenagakerjaan (Instagram, Facebook, Twitter) 
2. Reply tweet ini dan tulis u…",0,201,2022-12-04 20:50:09+00:00,Twitter for Android,,,201,0
63,1599505810543214592,"@rscarolusjkt . Lebih fair dftr pake JKN, langsung dijawab dg nomer kuota. Gitu aja ya keluhan sy (yg mungkin juga… https://t.co/wp7VFFbWjt",0,0,2022-12-04 20:47:57+00:00,Twitter for Android,1.5995058044908667e+18,belindaicca,0,0
64,1599505804490866688,lampirkan/chat antara admin WA bpjs @rscarolusjkt dg ibu sy. Mohon penjelasannya secara objektif ya. Jelas disitu a… https://t.co/ZBRVZgmDiT,0,0,2022-12-04 20:47:55+00:00,Twitter for Android,1.5995057998058332e+18,belindaicca,0,0
65,1599505480036253696,"RT @BPJSTKinfo: Mekanisme:
1. Follow media sosial resmi BPJS Ketenagakerjaan (Instagram, Facebook, Twitter) 
2. Reply tweet ini dan tulis u…",0,201,2022-12-04 20:46:38+00:00,Twitter for Android,,,201,0
66,1599504434672836615,Cara Merubah Data Bpjs Kesehatan Dari Perusahaan Ke Mandiri Online – Info Aktual https://t.co/RmgqZuK9SK,0,0,2022-12-04 20:42:29+00:00,WordPress.com,,,0,0
67,1599503987694239745,Cara Merubah Data Bpjs Kesehatan Dari Perusahaan Ke Mandiri Online – Info Aktual https://t.co/eac7FjRP5T,0,0,2022-12-04 20:40:42+00:00,WordPress.com,,,0,0
68,1599502449462505473,"@secretspaceu Paling gampang buka aplikasi BPJS, trus liat ada tunggakan atau enggak, kalo ada tinggal bayar nanti… https://t.co/0j3bsO3BcH",0,0,2022-12-04 20:34:35+00:00,Twitter for Android,1.5993203016530657e+18,secretspaceu,0,0
69,1599500603780046848,"@BPJSTKinfo @BPJSTKinfo Selamat Ulang tahun semoga semakin Sukses, Selalu terdepan untuk melayani para Konsumen ya,… https://t.co/yhP1kvNdgC",0,0,2022-12-04 20:27:15+00:00,Twitter for Android,1.59937065233485e+18,BPJSTKinfo,0,0
70,1599497577443250176,"RT @BPJSTKinfo: Mekanisme:
1. Follow media sosial resmi BPJS Ketenagakerjaan (Instagram, Facebook, Twitter) 
2. Reply tweet ini dan tulis u…",0,201,2022-12-04 20:15:14+00:00,Twitter for Android,,,201,0
71,1599496618914762752,"RT @BPJSTKinfo: Mekanisme:
1. Follow media sosial resmi BPJS Ketenagakerjaan (Instagram, Facebook, Twitter) 
2. Reply tweet ini dan tulis u…",0,201,2022-12-04 20:11:25+00:00,Twitter for Android,,,201,0
72,1599495866632802304,"RT @BPJSTKinfo: Mekanisme:
1. Follow media sosial resmi BPJS Ketenagakerjaan (Instagram, Facebook, Twitter) 
2. Reply tweet ini dan tulis u…",0,201,2022-12-04 20:08:26+00:00,Twitter for Android,,,201,0
73,1599492623303311360,"Hingga November 2022, Sebanyak 188.260 Warga Tercover BPJS Gratis https://t.co/tPv8VsGkAs https://t.co/QeMPCl0Xnu",0,0,2022-12-04 19:55:33+00:00,dlvr.it,,,0,0
74,1599492417660809216,"RT @BPJSTKinfo: Mekanisme:
1. Follow media sosial resmi BPJS Ketenagakerjaan (Instagram, Facebook, Twitter) 
2. Reply tweet ini dan tulis u…",0,201,2022-12-04 19:54:44+00:00,Twitter for Android,,,201,0
75,1599492077133664256,"RT @BPJSTKinfo: Mekanisme:
1. Follow media sosial resmi BPJS Ketenagakerjaan (Instagram, Facebook, Twitter) 
2. Reply tweet ini dan tulis u…",0,201,2022-12-04 19:53:22+00:00,Twitter for Android,,,201,0
76,1599489832820310017,"Kalau sekarang informasi lebih gampang didapat, bpjs harusnya lebih gampang diakses. Kalau misal kamu punya problem… https://t.co/Gl7PMuYQld",0,0,2022-12-04 19:44:27+00:00,Twitter for Android,1.5994892894523884e+18,kyoukafuushi,0,0
77,1599489301259390976,@rezeiyl Ditanggung bpjs kaa,0,0,2022-12-04 19:42:21+00:00,Twitter for Android,1.5993965059827548e+18,rezeiyl,0,0
78,1599489277507022848,"RT @BPJSTKinfo: Mekanisme:
1. Follow media sosial resmi BPJS Ketenagakerjaan (Instagram, Facebook, Twitter) 
2. Reply tweet ini dan tulis u…",0,201,2022-12-04 19:42:15+00:00,Twitter for Android,,,201,0
79,1599489154601349122,"Mau nambahin dikit, maaf kalo bikin orang ketrigger.
Dulu aku suicidal pas masih mahasiswa, bpjs belum punya, mau c… https://t.co/f75AMdgh1v",0,0,2022-12-04 19:41:46+00:00,Twitter for Android,1.5993855136598712e+18,kyoukafuushi,0,0
80,1599488401446957056,"@txtfrombrand kemarin ibu baru operasi di siloam, untungnya pake BPJS jadi aman aja.",0,0,2022-12-04 19:38:46+00:00,Twitter for Android,1.5993962425720627e+18,txtfrombrand,0,0
81,1599487881953021952,"RT @BPJSTKinfo: Mekanisme:
1. Follow media sosial resmi BPJS Ketenagakerjaan (Instagram, Facebook, Twitter) 
2. Reply tweet ini dan tulis u…",0,201,2022-12-04 19:36:42+00:00,Twitter for Android,,,201,0
82,1599487744107229184,"@mas_kakanda @Koplak58578054 @worksfess Emg bener mas, kalo tua udh sakit bayarnua mahal bener asli deh, sodara2 jg… https://t.co/y5LtnC3peq",0,0,2022-12-04 19:36:09+00:00,Twitter for Android,1.5994241914216448e+18,mas_kakanda,0,0
83,1599485227247996928,"@convomfs Tau isidompet ga? Dompet ga cuma uang doang ya, ada kartu ktp, sim, stnk, kartu vaksin, bpjs, ATM, PLS LU… https://t.co/NtKAgFnWDb",1,0,2022-12-04 19:26:09+00:00,Twitter for iPhone,1.5993818093847962e+18,convomfs,0,1
84,1599484803102842880,"RT @BPJSTKinfo: Mekanisme:
1. Follow media sosial resmi BPJS Ketenagakerjaan (Instagram, Facebook, Twitter) 
2. Reply tweet ini dan tulis u…",0,201,2022-12-04 19:24:28+00:00,Twitter for Android,,,201,0
85,1599483203567620096,@txtfrombrand Inget pas demam parah h-3 nikahan... Disuruh nunggu ngedemprok di teras igd nya.... Bayangkan teras s… https://t.co/OVHebhT5Mv,0,0,2022-12-04 19:18:07+00:00,Twitter for Android,1.5993962425720627e+18,txtfrombrand,0,0
86,1599481054238478336,"RT @BPJSTKinfo: Mekanisme:
1. Follow media sosial resmi BPJS Ketenagakerjaan (Instagram, Facebook, Twitter) 
2. Reply tweet ini dan tulis u…",0,201,2022-12-04 19:09:34+00:00,Twitter for Android,,,201,0
87,1599480538687242240,@AlQuranAsSunah @anak_ikok @YouTube aji ; imunisasi dulu lengkap disini jadi riwayat sudah terkontrol sejak kelahir… https://t.co/B7VGb6GyAG,0,0,2022-12-04 19:07:31+00:00,Twitter for Android,1.5963707049616343e+18,xunshangmei,0,0
88,1599480104014733312,"RT @BPJSTKinfo: Mekanisme:
1. Follow media sosial resmi BPJS Ketenagakerjaan (Instagram, Facebook, Twitter) 
2. Reply tweet ini dan tulis u…",0,201,2022-12-04 19:05:48+00:00,Twitter for Android,,,201,0
89,1599478504210706432,"RT @BPJSTKinfo: Mekanisme:
1. Follow media sosial resmi BPJS Ketenagakerjaan (Instagram, Facebook, Twitter) 
2. Reply tweet ini dan tulis u…",0,201,2022-12-04 18:59:26+00:00,Twitter for Android,,,201,0
90,1599478326351261696,@BPJSTKinfo Selamat Ulang Tahun kepada BPJS Ketenagakerjaan semoga senantiasa dalam lindungan Allah SWT serta semog… https://t.co/JLgvqLbeiL,0,0,2022-12-04 18:58:44+00:00,Twitter for Android,1.59937065233485e+18,BPJSTKinfo,0,0
91,1599477500962566151,"@BPJSTKinfo SELAMAT ULANG TAHUN BPJS Ketenagakerjaan
  Semoga makin SUKSES : Selalu melayani Masyarakat dengan sang… https://t.co/4KyRcpWLHV",1,0,2022-12-04 18:55:27+00:00,Twitter for Android,1.5993706601488097e+18,BPJSTKinfo,0,1
92,1599476082641895424,"RT @BPJSTKinfo: Mekanisme:
1. Follow media sosial resmi BPJS Ketenagakerjaan (Instagram, Facebook, Twitter) 
2. Reply tweet ini dan tulis u…",0,201,2022-12-04 18:49:49+00:00,Twitter for Android,,,201,0
93,1599474370828988416,"RT @BPJSTKinfo: Mekanisme:
1. Follow media sosial resmi BPJS Ketenagakerjaan (Instagram, Facebook, Twitter) 
2. Reply tweet ini dan tulis u…",0,201,2022-12-04 18:43:01+00:00,Twitter for Android,,,201,0
94,1599474268898996224,"@worksfess Probation umum nya full, krna jatohnya masih “dibayar jasa” ,dan blm ada sangkutan di perusahaan (bpjs, bpjstk, asuransi,dll)",0,0,2022-12-04 18:42:37+00:00,Twitter for iPhone,1.5994137617394606e+18,worksfess,0,0
95,1599473361671053312,"@Unsoedfess1963 ohiya ini aku pake umum, gak pake bpjs makanya kena banyak",0,0,2022-12-04 18:39:00+00:00,Twitter for Android,1.5994732893528596e+18,younme_dwi,0,0
96,1599472935219367936,"RT @thvbby: TAKBIR!!! KIM JISOO MAJU SINI LO ANYING GUE GA TAKUT UDAH ADA JAMINAN BPJS😭💪🏻

I vote #JISOO for Asian Celebrity of the Year #A…",0,10,2022-12-04 18:37:19+00:00,Twitter for Android,,,10,0
97,1599472652317786112,"@karawangfess warung jajaka coba nder belakang bpjs, tp kalo laper banget mah jangan kesitu rame bgt soalnya suka lama🥹",2,0,2022-12-04 18:36:11+00:00,Twitter for iPhone,1.599407221758382e+18,karawangfess,0,2
98,1599469600777072641,"@BPJSTKinfo min kok bpjs tk sya masih aktif ? Saya resign udah dri 23 okt 2022, kemudin perusahaan juga udah konfir… https://t.co/6vwWCpzs31",0,0,2022-12-04 18:24:04+00:00,Twitter for Android,,BPJSTKinfo,0,0
99,1599469400595521536,@melanchqolis gabakal dilirik rs kalo make bpjs,0,0,2022-12-04 18:23:16+00:00,Twitter for Android,1.5994677149508936e+18,melanchqolis,0,0
100,1599469277735948289,"RT @thvbby: TAKBIR!!! KIM JISOO MAJU SINI LO ANYING GUE GA TAKUT UDAH ADA JAMINAN BPJS😭💪🏻

I vote #JISOO for Asian Celebrity of the Year #A…",0,10,2022-12-04 18:22:47+00:00,Twitter for iPhone,,,10,0
101,1599468606743805952,@BPJSTKinfo Hpyday untuk BPJS,0,0,2022-12-04 18:20:07+00:00,Twitter for Android,1.59937065233485e+18,BPJSTKinfo,0,0
102,1599468495510851585,RT @BPJSTKinfo: BPJS Ketenagakerjaan melindungi seluruh pekerja penyandang disabilitas untuk terus berkarya tanpa kecemasan sehingga lebih…,0,17,2022-12-04 18:19:40+00:00,Twitter for Android,,,17,0
103,1599468477366284288,"RT @BPJSTKinfo: Mekanisme:
1. Follow media sosial resmi BPJS Ketenagakerjaan (Instagram, Facebook, Twitter) 
2. Reply tweet ini dan tulis u…",0,201,2022-12-04 18:19:36+00:00,Twitter for Android,,,201,0
104,1599467935026016257,@UNSfess_ Bpjs km faskes e mana? Kayaknya klau masih faskes domisili engga di cover,0,0,2022-12-04 18:17:27+00:00,Twitter Web App,1.5993946008581816e+18,UNSfess_,0,0
105,1599467088498024448,"@BPJSTKinfo Selamat HUT yg ke‐45 untuk BPJS Ketenagakerjaan. Semoga makin sukses, dan tercapai visi + misinya, sert… https://t.co/C73O3iAoSX",0,0,2022-12-04 18:14:05+00:00,Twitter for Android,1.5993706601488097e+18,BPJSTKinfo,0,0
106,1599466239033606144,"RT @BPJSTKinfo: Mekanisme:
1. Follow media sosial resmi BPJS Ketenagakerjaan (Instagram, Facebook, Twitter) 
2. Reply tweet ini dan tulis u…",0,201,2022-12-04 18:10:42+00:00,Twitter for Android,,,201,0
